text,label
"Formal Complaint Improper Loan Servicing, Misapplied Repayment Status, and Incorrect Balance Adjustment I am filing a formal complaint regarding the servicing of my federal student loans by Aidvantage following a recent Direct Consolidation. 

I have identified multiple serious servicing errors that have resulted in inaccurate account information, improper balance adjustments, and the issuance of misleading and contradictory notices. 

Issue 1 : Improper Removal of Loan Credit Based on Incorrect Payment Determination I received a notice stating that a 0.500 % loan credit was revoked due to an alleged failure to make my first 12 monthly payments on time. 

This determination is incorrect. 

At all relevant times, I was enrolled in an income-driven repayment ( IDR ) plan with a required monthly payment of {$0.00}. Under federal student loan guidelines, a {$0.00} required payment constitutes a qualifying, on-time payment. The assertion that I failed to make required payments reflects either a misapplication of federal repayment rules or a failure in servicing system accuracy. 

As a result of this incorrect determination, my principal balance has been improperly increased. 


Issue XXXX : Failure to Properly Apply Income-Driven Repayment Plan Following Consolidation Following my Direct Consolidation, I received a notice indicating that my loans are entering repayment with a monthly payment of {$320.00}. 

This is inconsistent with my eligibility for, and prior enrollment in, an income-driven repayment plan resulting in a $ 0 monthly payment. 

This indicates that : My IDR plan was not properly applied to my new consolidation loan, or My repayment status was incorrectly transitioned into a standard repayment plan without justification This failure has resulted in the issuance of an inaccurate and unaffordable payment amount and creates a risk of wrongful delinquency reporting. 


Concerns These issues demonstrate significant breakdowns in loan servicing accuracy, including : Misinterpretation of qualifying payments under IDR Failure to correctly transition repayment plans during consolidation Issuance of misleading and contradictory borrower communications Improper adjustment of loan balances Such errors are unacceptable given the servicers obligations under federal student loan servicing standards.",Student loan
"The late payments reported for XX/XX/year> & XX/XX/year> are inaccurate due to circumstances surrounding a documented financial hardship and a pending mortgage deferment/forbearance request at that time. 

During the period in question, I was laid off from my primary job and immediately contacted my mortgage servicer to request hardship assistance. My account was under active forbearance and review for deferment, and I was operating under the understanding that accommodations were being processed. As such, the reporting of late payments during this review period does not accurately reflect the nature of the situation. 

Under the Fair Credit Reporting Act ( FCRA ), I am requesting a reasonable investigation into this matter. Please verify whether these late payments were reported correctly given the pending hardship assistance and, if not, remove or correct the inaccurate information. 

I have since resolved my hardship, regained employment, and resumed timely payments.",Mortgage
"My vehicle was towed back in XX/XX/XXXX. In XX/XX/XXXX i paid all of my fees to the tow company and retrieved my vehicle. In XX/XX/XXXX i tried renewing my tag but XXXX notified me i can not bc the car title has been under the tow company since XXXX XXXX tow company said they mailed my title back to the financial institution, ally. Ally says they never got such title. Its now XX/XX/XXXXXXXX XXXX months w an expired tag that i can not renew bc the title isnt under my name. The towing company mailed the title back to ally for a second time and did everything on their end. XXXX AND XXXX have clarified that the vehicle is not under my name. Its unacceptable that i keep making car payments, insurance payments on a car that I can not use. Its been XXXX  months w a car that i can not drive as it has an expired tag, XXXX  months of making payments on a car that i can not drive, XXXX  months of stress. 
I am filing a complaint against Ally Financial regarding mishandling of my vehicle title, which has caused me financial harm and prevented me from legally operating my vehicle. 

In XX/XX/XXXX, my vehicle was towed. In XX/XX/XXXX, I paid all required fees to the towing company and regained possession of my vehicle. At that time, the towing company transferred the title out of their name and mailed it back to Ally Financial, my lienholder. 

However, as of XX/XX/XXXX, Ally Financial claims they never received the title. As a result : - The vehicle title is not properly recorded under my name or lienholder - I have been unable to renew my vehicle registration since XX/XX/XXXX - My tag has been expired for XXXX  months - I have continued making monthly car payments and maintaining insurance on a vehicle I can not legally drive The towing company has stated they completed their obligations and returned the title to Ally Financial. Meanwhile, Ally has failed to resolve the issue or provide a clear solution. 

This situation has caused financial strain, loss of use of my vehicle, and significant stress. 

I am requesting that Ally Financial : 1. Immediately resolve the title issue, including reissuing or replacing the title if necessary 2. Provide reimbursement or credit for the months I have been unable to legally use my vehicle 3. Conduct a formal investigation into the missing title I am seeking urgent resolution as I have been without the ability to legally drive my vehicle for several months through no fault of my own.",Vehicle loan or lease
I had bought a XXXX XXXX XXXX XXXX from XXXXXXXX XXXX  Dealership in XXXX Florida and it was a lemon and I turned it back in to the dealership and they still wouldnt me to pay for a vehicle that didnt run the peddle stop working and I couldnt drive it and they would not fix it so I sent it back to them,Vehicle loan or lease
"In XX/XX/XXXX, my vehicle was involved in an accident and was considered a total loss. I had the vehicle towed to XXXX in XXXX, XXXX  so it could be inspected. The at-fault partys insurance company was supposed to assess the damage, but the vehicle remained at the XXXX collision XXXX for approximately XXXX and a half months before it was evaluated. Around late XXXX to early XX/XX/XXXX, I was informed that the insurance company would not cover the repairs, leaving me responsible for the costs or requiring me to go through my own insurance. 

During this time, the vehicle remained on AutoNations lot, and I was later informed that I would be charged storage and related fees totaling over {$5000.00}, despite the delay not being caused by me. I contacted XXXX to have the vehicle removed, and it was not repossessed at any point. 

Because the vehicle was totaled, the loan should have been resolved through my XXXX insurance coverage. I contacted XXXX to begin the XXXX  claim process ; however, without my authorization, my XXXX  insurance policy was canceled. I made multiple attempts to resolve this issue and was informed via email in XX/XX/XXXX that someone would follow up with me to reopen the XXXX  claim, but as of XX/XX/XXXX, I have not received any resolution or further communication. 

As a result, an inaccurate negative account is now affecting my credit report, even though the vehicle was totaled and should have been covered by XXXX insurance. This situation has negatively impacted my ability to obtain a new vehicle. I am requesting that this matter be investigated and that any inaccurate or unverified information related to this account be removed from my credit report immediately.",Vehicle loan or lease
"I called again on XX/XX/year>, and was told by a CSR named Precious that my request was not properly completed on XX/XX/year>. I am requesting a mortgage supervisor to call to address my concern. Please see my concern below : I am writing to request a correction regarding a payment made on XX/XX/year>, for the account ending in XXXX. 

On XX/XX/year>, I submitted an additional payment of {$2800.00} specifically designated for the principal balance. However, I have been informed that these funds were incorrectly applied to my escrow account. I am certain that the "" Principal '' option was selected at the time of the transaction. 

Please reallocate the full amount of {$2800.00} to the principal balance, effective as of the original payment date. I look forward to receiving confirmation once this adjustment has been processed. 

Regards, XXXX XXXX XXXX XXXX",Mortgage
"I received a pay day loan. I had issues making the payments and asked them to stop for a while. They told me I had to send a letter to stop the payments. I added a stop payment with my bank, sent the letter. They still keep with drawing from my checking account now with my debit card. I called again, someone advised they the letter wasn't received and that I need to resend the letter. I asked to speak to a XXXX and was told a XXXX will me back. They then again withdrew funds from debit card again, causing me fees. 
I tried sending the letter again with priority mail and letter was returned undeliverable. The address given was XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX I have called this company many times to try to resole this matter.","Payday loan, title loan, personal loan, or advance loan"
"I am filing this complaint because the major credit bureaus ( Equifax, Experian, and TransUnion ) are reporting a false bankruptcy on my credit report. This bankruptcy does not belong to me. It appears this information was mistakenly added due to having the same name as my father, but I am a XXXX, and the bankruptcy in question pertains to him, not me. I have already disputed this false bankruptcy multiple times with the credit bureaus. Additionally, XXXX, the third-party furnisher of this information, has acknowledged the error and attempted to have the credit bureaus remove it. Despite this, the credit reporting agencies have failed to correct or remove the inaccurate entry, causing me ongoing harm. This is a violation of the Fair Credit Reporting Act ( FCRA ), which requires credit bureaus to ensure the maximum possible accuracy of the information they report and to correct any inaccurate or unverifiable information in a timely manner. I am requesting the CFPB to investigate this matter, ensure the false bankruptcy is immediately removed from all three of my credit reports, and that the credit bureaus are held accountable for failing to correct inaccurate information after being provided with clear evidence and dispute communications.",Credit reporting or other personal consumer reports
"A person called me claiming to work for my Mortgage company. He said I had negative escrow and needed to pay it asap to avoid foreclosure. After paying {$800.00} in visa gift card. He offered me a way to lower my monthly payment by {$500.00} by doing a mortgage modification. So I Paid the 3 trial payment of XXXX Then other fees for "" paperwork '' 2026 and another thousand. Now I am getting late notices and am Behind on my mortgage. I lost close to XXXX",Debt or credit management
LMMINC is falsely reporting on my credit. I have never had any accounts with them. Per my research LMMINC is a debt collector. They are falsely reporting on my credit!! Account number is # XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under XXXX Code XXXX - Disclosure of investigation consumer report ; you are in violation.,Debt collection
I had my phone stolen XX/XX/XXXX .. Citibank has failed at least 4 times to send a replacement debit card as promised. EVERY TIME I call to try to track it they cancel the previous card ordered and push it out further. This is insanity. They are horrible after 10 years of insufficient service I will move my banking. I am a small depositor and this is abuse.,Checking or savings account
"I am submitting this complaint regarding a cryptocurrency fraud case involving multiple platforms, including XXXX, XXXX, Crypto.com, XXXX, and XXXX. 

Between XX/XX/year> and XX/XX/year>, I was the victim of a cryptocurrency investment scam followed by a recovery scam. 

I was contacted via XXXX and later XXXX. I was instructed to download an application presented as XXXX XXXX XXXX XXXX XXXXXXXX ), which I later discovered was fraudulent. 

All funds originated from my XXXX XXXX XXXXXXXX account and were transferred to XXXX, XXXX, and Crypto.com, converted into cryptocurrency, and sent to external wallet addresses. 

The wallet addresses include : - XXXX - XXXX Small amounts ( approximately {$100.00} and {$120.00} ) were received prior to larger transfers. After that, I transferred larger amounts of cryptocurrency to the same wallet addresses. 

Despite multiple high-value transfers to the same external wallet addresses, no warnings, transaction holds, or risk alerts were applied by the platforms. 

Crypto.com indicated a likelihood of fraud and stated they would cooperate with law enforcement if contacted. 

Current status : - The case is under mediation with the State Attorney Generals office - An FBI IC3 complaint has been submitted- I have not received follow-up from local law enforcement - Exchanges indicated they will respond to law enforcement requests Case documentation : XXXX XXXX XXXX? XXXX XXXX XXXX XXXXXXXXXXXX XXXX I request that this case be reviewed for issues related to fraud prevention, transaction monitoring, and consumer protection. 

Approximate total transferred from my XXXX  XXXX XXXX account and ultimately sent to external wallet addresses : {$130000.00} USD. 

Breakdown of transfers : Coinbase : {$10000.00} + {$9900.00} + {$2200.00} + {$10000.00} + {$3900.00} - {$3700.00} XXXX : {$5000.00} + {$2200.00} + {$17000.00} Crypto.com : {$20000.00} + {$100.00} + {$120.00} + {$3300.00} + {$43000.00} + {$7000.00} + {$7200.00}","Money transfer, virtual currency, or money service"
"I am disputing all charges and fees from XX/XX/XXXX through XX/XX/XXXX. These transactions were not authorized. As a result, the balance, late fees, interest charges, and any related penalties are incorrect and should be removed. I am requesting correction of the account balance and removal of all associated fees and interest. 

XX/XX/XXXX {$100.00} XX/XX/XXXX {$2.00} XX/XX/XXXX {$2.00} XX/XX/XXXX {$5.00} XX/XX/XXXX {$59.00} XX/XX/XXXX {$3.00} XX/XX/XXXX {$29.00} XX/XX/XXXX {$6.00} XX/XX/XXXX {$3.00} XX/XX/XXXX {$40.00} XX/XX/XXXX {$8.00} XX/XX/XXXX {$3.00} XX/XX/XXXX {$40.00} XX/XX/XXXX {$10.00} XX/XX/XXXX {$3.00} XXXX",Credit card
ALLY COMPANY DID NOT VALIDATED THE DEBIT. ASKING FOR A NOTARY SIGNED PROOF OF CLAIM. THE TRUE CERTIFIED COPY WAS NEVER PRESENT NOTARY COMMISSION STAMP OR NORTARY NUMBER. I sent a proof of claim recorded into an official record file number XXXX,Vehicle loan or lease
"I got 3 XXXX gift cards wort {$200.00} total ( one {$100.00} card and two {$50.00} cards ) back in around XX/XX/2023. I tried usinf them couple weeks after around XXXX end or early XXXX and discovered that none of the cards were working ( neither in a store nor online ). 

I called the number on the back of the card ( XXXX ) about this. I was told by the phone representative that he found some issue with all 3 cards and will file a case so I could get replacement cards. I was asked to send pictures of front and back of each card along with my driver license and some address proof whic i sent ( to XXXX ) in the first week of XX/XX/2023. 

However, since then I have not heard back or gotten back anything from them. I have tried calling to follow up around 10 times since then ( been more than 3 months now ) but all they tell me is that the case has been escalated but there isnt any update they can give me. 

My case number with them is XXXX",Prepaid card
"I am unclear how I ever became a member of Experian. My guess is it was when my son was renting an apartment and the landlord requested my credit report they generated an unpaid account. I now receive unwelcomed credit alerts relentlessly which, when I reply directly to the emails I want to be removed from their system, I get acknowledgement they will but then it keeps happening. Since I don't have a paid account, there is no way to log into their system to go through whatever process they have to remove an account. Their phone tree does not allow me to connect with a live representative. This is unabashed, unethical marketing at its worst. How do I get off this system?",Debt or credit management
"I am submitting this as a formal dispute under the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. XXXX et seq., regarding MOHELAs reporting of XXXX separate XXXX-day delinquencies. These derogatory entries are inaccurate, materially misleading, and the direct result of a failure in loan servicing, specifically MOHELAs failure to provide reasonable notice and maintain account access following a system transition under its control. 
This is not a request for goodwill. This is a demand for correction of reporting that does not comply with federal law or applicable servicing standards. 
XX/XX/XXXX FACTUAL BACKGROUND The loans at issue entered repayment in XX/XX/XXXX following a prolonged deferment period. During this time, MOHELA implemented a platform transition requiring borrower re-registration to access account information. 
MOHELA failed to ensure continuity of borrower access or provide effective notice of this requirement. As a result : I did not receive billing statements or repayment notices I did not have access to my loan account ( XXXX ) or payment portal I was not aware that repayment commenced in XX/XX/XXXX I first became aware of any delinquency on XX/XX/XXXX, through third-party credit monitoring alerts. Upon discovery, I immediately contacted MOHELA and brought all accounts current in good standing. 
At no point prior to XX/XX/XXXX, did I receive effective notice of repayment status, delinquency, or risk of credit reporting. 
XXXX. FAILURE TO PROVIDE REASONABLE NOTICE ( SERVICING DEFICIENCY ) MOHELAs conduct constitutes a failure to meet federal servicing expectations applicable to Title XXXX loan servicers. 
Federal student loan servicers are required to provide clear, timely, and effective communication regarding repayment obligations. See : XX/XX/XXXXXXXX ( b ) XXXXXX/XX/XXXXXXXX Additionally, the Consumer Financial Protection Bureau has stated that servicers must maintain reasonable policies and procedures to ensure accurate information and effective communication with borrowers. ( CFPB XXXX XXXX ) MOHELA failed to meet these standards by : Implementing a platform migration that disrupted borrower access Requiring borrower re-registration without ensuring receipt of such notice Relying exclusively on electronic communication despite :XX/XX/XXXX A multi-year deferment period XX/XX/XXXXA material system change affecting account access Failing to provide redundant or escalated communication ( written or telephonic ) Given the severity of consequences associated with XXXX delinquency reporting, this conduct does not meet a reasonable standard of care. 
XXXX. DEPRIVATION OF OPPORTUNITY TO CURE MOHELAs servicing failure directly deprived me of any meaningful opportunity to prevent or cure the delinquency. 
No effective notice of repayment commencement was received No notice at XXXX orXX/XX/XXXXdays delinquent was received All three loans were reported simultaneously atXX/XX/XXXX days past due The CFPB has emphasized that servicers must not engage in practices that unfairly prevent borrowers from avoiding delinquency or default. ( CFPB Supervisory Highlights Student Loan Servicing ) Further, MOHELAs own policies provide for forbearance and alternative repayment options designed to prevent delinquency. By failing to provide effective notice, MOHELA deprived me of the ability to utilize these protections. 
XX/XX/XXXX FCRA VIOLATIONS INACCURATE AND MISLEADING REPORTING Under the FCRA : 15 U.S.C. XXXX ( a ) ( XXXX ) ( XX/XX/XXXX ) prohibits furnishing inaccurate information 15 U.S.C. XXXX ( a ) ( XXXX ) requires correction of incomplete or inaccurate information 15 U.S.C. XXXX ( b ) requires reasonable investigation upon dispute Information may be considered inaccurate if it is materially misleading. See XXXX v. XXXX & XXXX, XXXX XXXX XXXX ( XXXXXX/XX/XXXXXXXX ). 
The reporting here is materially misleading because it : Suggests borrower neglect or unwillingness to pay Omits the critical fact that the borrower lacked access and notice due to servicer-controlled system changes Reflects a servicing failure rather than borrower conduct XX/XX/XXXX UNFAIR ACTS AND PRACTICES ( XXXX ) MOHELAs conduct constitutes an unfair act or practice under XXXXXX/XX/XXXX. 
Substantial injury : XXXXpoint credit score reduction Not reasonably avoidable : borrower lacked access and notice No countervailing benefit XX/XX/XXXX BORROWER HISTORY AND IMMEDIATE CURE I have a long-standing history of timely repayment across multiple student loan obligations with no prior delinquencies. 
Upon receiving actual notice, I immediately brought all accounts current in good standing. This confirms that the issue was not willingness or capacity to pay, but lack of information caused by servicing failure. 
XXXX. ADMINISTRATIVE FORBEARANCE CONFIRMATION OF SERVICING ISSUE MOHELA placed my account into administrative forbearance from XX/XX/XXXX through XX/XX/XXXX, despite no such request from me. 
This action implicitly acknowledges that circumstances existed warranting relief. However, this intervention occurred only after severe credit damage had already been reported. 
The timing of this action underscores the underlying servicing failure. 
XXXX. REQUEST FOR RELIEF I request the following : XXXX. Immediate deletion of all XXXXday delinquency reporting XXXX. Correction of all credit bureau reporting to reflect current, non-delinquent status XXXX. Written confirmation of deletion and correction XXXX. Consideration of retroactive administrative forbearance for XXXX XXXX XXXX. DUPLICATIVE AND DISPROPORTIONATE CREDIT REPORTING MOHELA treats these loans as a single borrower account, as evidenced by the application of a single administrative forbearance covering all loans collectively. 
However, MOHELA reported XXXX separate XXXXday delinquenciesone per loanthereby multiplying the credit impact of what is, in substance, a single servicing event. 
This inconsistent treatment is materially misleading under the FCRA. See XXXX v. XXXX & XXXX, XXXX XXXX XXXX ( XXXXXX/XX/XXXXXXXX ). 
This reporting : Artificially amplifies the severity of the alleged delinquency Distorts the borrowers credit profile Creates disproportionate harm relative to the underlying circumstance At a minimum, this reporting should be consolidated or corrected. More appropriately, it should be deleted in full. 
XX/XX/XXXX CONCLUSION The reported delinquencies are the direct result of MOHELAs failure to provide effective notice and maintain account accessibility during a system transition under its control. 
The continued reporting of these delinquencies is inaccurate, materially misleading, and inconsistent with federal law. 
If this matter is not resolved promptly, I will pursue all available remedies through the Consumer Financial Protection Bureau and other appropriate regulatory or legal channels. 
XXXX. CONFIRMATION OF ACCESS FAILURE On XX/XX/XXXX, with direct assistance from MOHELAs credit servicing personnel, I was required to complete a re-registration process in order to regain access to my account. 
Prior to this intervention : I did not have functional access to my loan account I was unable to view statements, payment status, or repayment obligations I did not have the ability to make payments through the platform The fact that MOHELA personnel were required to assist in restoring access confirms that access was not reasonably available to me prior to that time. 
This further supports that the reported delinquencies resulted from a failure of account access and communication, not borrower inaction.",Student loan
"You have reported inaccurate and unauthorized accounts on my credit report, which is a violation of the Fair Credit Reporting Act ( 15 U.S. Code 1681i ) requiring a proper reinvestigation of disputed items, and 1681e ( b ), which mandates maximum possible accuracy. These false entries are damaging and unjust, especially since Ive never opened or authorized these accounts. If you fail to investigate and correct this, I may pursue legal action under the FCRA and FDCPA ( 15 U.S. Code 1692e ) for deceptive and misleading reporting.",Credit reporting or other personal consumer reports
"The Fair Credit Reporting Act ( 15 U.S. Code 1681 ) says ( 1 ) The banking system is dependent upon fair and accurate credit reporting. Inaccurate credit reports directly impair the efficiency of the banking system, and unfair credit reporting methods undermine the public confidence which is essential to the continued functioning of the banking system. So whenever there is a violation under the FCRA, it impairs the efficiency of the banking system. This is a violation of TILA US Code 1666B since I was never late. "" I recently reviewed my consumer report and noticed an incorrect late payment record. I have always maintained timely payments on this account. Under the Fair Credit Billing Act ( FCBA ) and the Truth in Lending Act ( TILA ), creditors are required to accurately report consumer transactions and provide a mechanism for correcting errors in a timely manner. Please conduct an investigation into this matter, and if you can not provide documentary evidence of these supposed late payments, I demand these payments to be updated to on time as they should be as I was NEVER late. I expect these updates to be made promptly, in compliance with the law.",Credit reporting or other personal consumer reports
"So, I'm XX/XX/XXXX and after hurricane XXXX hit, my work practically disappeared. I was on a forbearance plan and was in the process of a repayment plan loan modification where I had to make XXXX payments and they'd work out a payment plan on the amount that I owed for the forbearance period so I wouldnt have XXXX large payment due but it could be split through out the loan. I made theXX/XX/XXXX payment and the XX/XX/XXXX in XXXX and while I was on this call I was asked to sign up for an automated payment for my last I scheduled on a call the same time I made my XXXX payment. My last payment was supposed to be auto drafted out of my account XX/XX/XXXX. However, when the following month, which was XXXX rolled around I noticed the money was still in my account so I called and asked them what the deal was because I wanted to make sure that I didn't miss that Payment and they said that their representative had canceled the same day that they scheduled it because there wasn't allowed to do auto draft payment on payments that are being used for this type of assistance. I wasnt informed of nor did I approve this cancellation. As far as I knew according my last correspondence with them it was taken care of untill XXXX rolled around and I seen the money was still in the account. They let me make a payment on the phone on XX/XX/XXXX. During that call I got a confirmation number, for confirmation again I called back XXXX days later just to make sure that everything was good. They told me I was good to go and then I got a letter in the mail saying that they canceled my Assistance and went straight into foreclosure because of lack of payments, even though I tried XXXX times to make the payment and originally my payment shouldve been taken from my account automatically in XXXX or if Id known when it was cancelled I couldve had time to process it. I dont know why the payment on the XXXX was returned because it left my account but was returned several days later.",Mortgage
"I recently reviewed my credit report and discovered collection account listed as CARTER-YOUNG INC XXXX XXXX which I do not recognize and do not believe is accurate. I have not received proper validation of this alleged debt as required under 15 U.S.C. 1692g ( FDCPA ), which mandates that a debt collector provide validation of the debt upon dispute. Furthermore, under 15 U.S.C. 1681s-2 ( b ) ( FCRA ), furnishers of information are required to conduct a reasonable investigation and report accurate and complete information to the credit bureaus. To date, I have not received any documentation such as the original signed agreement, complete payment history, or proof that these accounts have the legal authority to collect this alleged debt. The continued reporting of unverified and potentially inaccurate information is causing harm to my credit profile.",Debt collection
"Resubmitting this as it looks like you responded to the prior complaint by accident. In a response to a complaint that a prior transaction ruled as authorized ( for {$650.00} ) is actually unauthorized under regulation E as it was made by force you invited to reach out for additional questions. I am submitting an additional complaint as I was unable to reach you back despite leaving a number of messages, and your response appeared to be untrue to the point of lacking a substantive response to my complaint. My complaint is that a transaction I was forced to complete under duress and I immediately reported should be considered unauthorized as per Regulation E. In your response you state : "" As you authorized and conducted the transfer, the transaction is not considered unauthorized under Regulation E, even though you allege it was influenced by a third party. '' My complaint is specifically that this is provably untrue. Regulation E includes interpretation guidance from the CFPB that describes this exact situation, where a transfer authorized and conducted under duress is in fact unauthorized under regulation E. Therefore, at minimum, your explanation is insufficient to describe why my claim was denied. To clarify why my claim was denied you would need to have a different reason as transactions under this exact circumstance ARE considered unauthorized according to Regulation E guidance in one particular circumstance : In Regulation E 1005.2 ( i ) ( Definitions ), covering the definition of unauthorized, they provide official interpretation guidance : https : XXXX # XXXX Exactly quoting from this page from regulation E guidance : "" Forced initiation. An EFT at an ATM is an unauthorized transfer if the consumer has been induced by force to initiate the transfer. '' In this case, the electronic funds transfer at an ATM was "" authorized '' by the user in the exact situation you describe here that I did, but the CFPB indicates the transaction is "" unauthorized '' for the purposes of definition in Regulation E because it was made under duress ( ie forced ), as in my circumstance. USAA has not attempted to describe ( or even address ) how this situation is meaningfully different from my situation, which differs solely by the type of EFT and in no other respect. Note well the actual text of Regulation E treats all types of EFT the same so it would be illogical to treat these situations differently in light of this guidance. If USAA does want to treat the situations differently, the explanation for why is the response Im looking for. I understand the guidance may be new, but I shouldnt be having to pull out hairs here just to get a response. If USAA disagrees with the CFPBs guidance please clearly state so that way this can at least be resolved.","Money transfer, virtual currency, or money service"
"I have no record of acquiring a debt with Midland Credit Management. However, at some point, they sent a letter via XXXX and it was placed behind my garden bed. It had been there for weeks by the looks of the rain and decay. And, the rain and elements damaged the letter and made it unreadable. The only thing I can read is they are threatening me with a Mississippi attorney and threatening to report me for a debt I did not even acquire with Midland. They state I was previously notified, but I have not been notified by Midland at all. It seems as if the letter was purposely defaced by the elements and it was throw in my flower bed without coming through a more proper means to let me know they were trying to contact me. I have not been called or informed of owing any accounts with Midland. The top of the letter and back is completely unreadable. So, while they threaten me with legal action and credit reporting they are making sure I do not receive notice in a way that is unreasonable, unreadable, and down right unfair for a said debt that I never acquired with them at all.",Debt collection
"I am filing this complaint regarding Bank of Americas handling of a fraud claim involving an in-person teller withdrawal. 

This was the second fraudulent incident on a different account with the same bank. 

The transaction in question was conducted in person at a branch teller while I was physically out of town. At the time of the withdrawal : I was not present at the branch. 

I was in possession of my physical debit card. 

I was in possession of my government-issued ID. 

The debit card referenced in their investigation had previously been reported and deactivated prior to the transaction. 

Despite these facts, Bank of America denied my fraud claim, stating that my ATM/debit card and PIN were used as identification and that the transaction was authorized. 

However : The card was already reported and not active. 

I did not authorize the transaction. 

I was not present at the branch. 

I never provided my PIN to any third party. 

The bank has not provided evidence that the card was active at the time of withdrawal. 

The bank has not provided branch video, a copy of the identification used, signature comparison, or proof of proper identity verification. 

I believe this represents negligence in teller verification procedures and a failure to properly investigate the fraud under Regulation E of the Electronic Fund Transfer Act.

The bank issued a provisional credit of {$700.00}, which they now intend to reverse, despite the serious inconsistencies in their findings.

I am requesting : A full reinvestigation of the claim Written proof of the cards activation status at the time of the withdrawal Branch surveillance review Documentation of identity verification performed by the teller Restoration of the {$700.00} withdrawn from my account This matter has caused financial stress and concern regarding the security of my banking relationship.",Checking or savings account
"Express regarding their mathematically unsound credit determination practices. I have maintained a high-frequency spending and repayment history with American Express for years, totaling around $ XXXX {$50000.00} in annual spend. 

Despite this consistent, high-value internal repayment data, American Express continues to deny a credit limit increase based exclusively on "" external data '' and third-party credit snapshots. My current limit is a stagnant {$2500.00}, yet I am cycling through $ XXXX annually. This means I am forced to make multiple payments per month j, despite having a decade of repayment history with the institution. 

My primary grievance is the company 's explicit refusal to weigh their own internal performance data over static external snapshots. Their records show hundreds of thousands of dollars in aggregate transactions through my accounts. Ignoring this high-revenue internal history in favor of external snapshots is a failure in accurate risk assessment and an unfair lending practice.",Credit card
"Dear CFPB Representative, I am filing a formal complaint regarding serious inconsistencies, misinformation, and failure of proper servicing by Aidvantage, which directly resulted in the cancellation of my Direct Consolidation Loan application and an avoidable 60-day processing restart. 

In XXXX, I submitted my Direct Consolidation Loan application and was advised that processing would take approximately 60 days. During this period, I made multiple attempts to ensure compliance by contacting Aidvantage customer service representatives for clarification regarding whether additional documentation or actions were required, specifically in relation to an Income-Driven Repayment ( IDR ) notice I received.

During my initial call, I was explicitly told by a representative that no further action was required. Relying on this official guidance, I did not submit additional documentation at that time. 

On a subsequent call, I was given contradictory instructions by a different representative, who advised me that I was required to submit an IDR application and select no income to avoid income verification delays. I immediately complied with this instruction and submitted the requested documentation in good faith. 

Despite following all instructions provided by Aidvantage representatives, I was later informed that my consolidation application had been cancelled due to missing income documentation and that I must restart the entire application process, resulting in an additional estimated 60-day delay.

I was also informed that correspondence had allegedly been sent advising me of this requirement. I did not receive any such notice, and I request verification of the date, method of delivery, and content of any correspondence allegedly sent.

Critical Issue : Request for Call Log Review I am formally requesting a full review of recorded call logs between myself and Aidvantage representatives during the relevant time period. These calls contain contradictory guidance that directly led to my inability to properly complete the application process. 

This includes, but is not limited to : The initial call in which I was told no further action was required The subsequent call in which I was instructed to submit an IDR application with no income selected Any internal notes entered by representatives regarding these interactions Given that Aidvantage records customer service calls for quality assurance and compliance purposes, I expect these recordings to be reviewed as part of this investigation. 

Impact and Harm This situation has caused : An unnecessary cancellation of my consolidation application A full restart of the 60-day processing timeline Significant administrative delay due solely to conflicting official guidance Disruption to my financial and academic planning I made every effort to comply in good faith with instructions provided directly by Aidvantage representatives . The failure of consistent and accurate guidance has resulted in avoidable harm to my timeline and financial planning.",Student loan
"I got the vehicle in XX/XX/XXXX, from XXXX XXXX XXXX XXXX XXXX  XXXX XXXX TX. XXXX The rate was 20.61 %, and I believe was to high by Texas law, XXXX XXXX mislead me on finance discussions transferring the car loan to Exeter Finance, knowing that recall matters where not fixed and the car was in Hurrican Harvey according to Vin number reports. In addition Exeter Finance Company has illegally withdrew funds from my account multiples times in XX/XX/XXXX they withdrew {$400.00} and on XX/XX/XXXX {$600.00}, many of these instances has happened Exeter Finances and XXXX XXXX are not keeping monthly statements up to date or accurate due in part to the illegal withdrawal and Finance rates.",Vehicle loan or lease
"I am filing this complaint regarding inaccurate reporting and improper post-closure charges on my Capital One XXXX  credit card account. 

Capital One closed this account on XX/XX/2025. Despite the account being closed and charged off, additional fees and balance increases appear to have been assessed without proper explanation or validation. 

I previously disputed this matter with Capital One and requested a billing investigation and validation of all post-closure charges. However, the account continues to be reported with a balance and late payment status without adequate documentation.",Credit card
